user_id,date,screen_time_minutes,keystroke_speed_wpm,sleep_hours_last_night,task_switch_frequency_per_hr,break_frequency_per_hr,stress_level
U0116,2025-02-20,236.31,85.25,6.85,11.15,2.4,31.73
U0116,2025-02-21,227.25,85.36,9.69,5.99,2.47,16.56
U0116,2025-02-22,130.23,79.62,9.3,7.23,1.67,0.0
U0116,2025-02-23,93.87,82.38,8.17,2.64,1.96,0.0
U0116,2025-02-24,242.67,80.25,6.85,3.44,1.67,21.76
U0116,2025-02-25,201.79,78.69,8.25,4.93,1.76,12.01
U0116,2025-02-26,218.26,74.83,8.28,3.2,1.55,7.39
U0116,2025-02-27,237.44,87.42,7.83,8.58,1.56,22.97
U0116,2025-02-28,295.76,78.87,7.16,6.89,1.7,33.3
U0116,2025-03-01,58.04,84.68,8.56,1.0,1.06,0.0
U0117,2025-01-01,212.68,36.84,7.81,8.56,2.21,11.81
U0117,2025-01-02,277.22,27.94,6.97,1.0,2.92,14.94
U0117,2025-01-03,179.88,27.31,6.05,3.38,2.74,28.53
U0117,2025-01-04,166.25,25.12,8.77,7.3,2.24,2.52
U0117,2025-01-05,119.45,23.6,9.28,3.5,2.22,2.22
U0117,2025-01-06,279.28,24.9,6.16,6.58,1.13,46.31
U0117,2025-01-07,242.44,32.43,8.74,1.22,2.3,13.47
U0117,2025-01-08,227.95,32.86,7.47,3.15,2.5,21.64
U0117,2025-01-09,285.83,22.82,7.82,7.13,2.04,13.94
U0117,2025-01-10,244.69,23.24,6.55,7.69,1.81,32.76
U0117,2025-01-11,172.97,24.28,9.1,8.39,2.37,11.59
U0117,2025-01-12,157.59,15.95,10.56,4.09,1.93,0.0
U0117,2025-01-13,278.15,22.47,7.37,1.84,1.41,23.66
U0117,2025-01-14,239.45,34.8,6.12,5.29,1.62,29.65
U0117,2025-01-15,247.57,26.89,8.47,4.98,1.39,16.0
U0117,2025-01-16,275.7,28.82,8.18,5.0,1.85,26.81
U0117,2025-01-17,259.94,25.13,7.97,5.4,1.65,26.48
U0117,2025-01-18,192.19,32.97,8.73,6.9,1.82,5.25
U0117,2025-01-19,116.3,26.04,10.63,4.57,2.42,0.0
U0117,2025-01-20,260.39,27.03,8.4,4.93,2.58,18.41
U0117,2025-01-21,284.89,25.37,8.19,4.68,1.78,18.32
U0117,2025-01-22,308.75,22.01,8.19,3.79,1.83,21.27
U0117,2025-01-23,361.23,22.99,7.02,7.04,2.62,30.22
U0117,2025-01-24,262.26,33.17,7.08,1.8,1.68,21.01
U0117,2025-01-25,72.8,31.17,9.44,4.89,1.83,0.9
U0117,2025-01-26,177.52,23.19,8.58,5.75,0.72,6.4
U0117,2025-01-27,258.64,27.12,7.36,4.82,2.16,25.1
U0117,2025-01-28,273.17,27.15,6.11,7.64,1.47,34.9
U0117,2025-01-29,253.51,34.35,7.21,3.44,0.79,24.66
U0117,2025-01-30,238.77,28.38,8.07,7.56,2.14,25.8
U0117,2025-01-31,179.3,32.03,9.14,6.97,1.36,14.87
U0117,2025-02-01,89.57,34.26,9.24,1.63,2.03,0.0
U0117,2025-02-02,174.01,25.22,8.22,5.18,3.04,9.7
U0117,2025-02-03,237.1,30.96,9.35,2.94,2.43,10.83
U0117,2025-02-04,242.11,26.29,6.69,5.11,3.01,9.92
U0117,2025-02-05,256.04,36.61,7.72,6.47,1.33,22.71
U0117,2025-02-06,228.44,33.9,5.92,8.65,1.69,31.04
U0117,2025-02-07,241.56,27.88,9.06,3.43,1.43,26.9
U0117,2025-02-08,139.46,32.36,6.25,4.79,1.96,12.75
U0117,2025-02-09,92.33,25.26,8.55,3.2,1.47,0.19
U0117,2025-02-10,287.86,29.68,7.2,2.69,0.92,14.03
U0117,2025-02-11,309.09,33.33,8.15,7.23,2.51,29.06
U0117,2025-02-12,234.94,25.82,7.9,4.62,1.98,17.15
U0117,2025-02-13,320.67,27.55,7.93,2.02,1.68,32.14
U0117,2025-02-14,291.89,33.73,8.76,6.96,1.54,19.48
U0117,2025-02-15,153.67,26.67,11.29,4.65,1.49,0.0
U0117,2025-02-16,126.92,33.71,9.06,5.43,2.25,0.0
U0117,2025-02-17,248.14,35.05,6.86,4.41,2.21,12.68
U0117,2025-02-18,239.47,33.94,9.43,4.09,2.49,4.75
U0117,2025-02-19,178.5,26.44,7.86,4.9,1.46,12.61
U0117,2025-02-20,259.53,27.75,7.43,2.47,1.8,17.65
U0117,2025-02-21,237.98,28.89,7.48,2.38,1.3,26.01
U0117,2025-02-22,147.93,23.4,9.66,3.77,1.9,0.0
U0117,2025-02-23,150.17,23.84,7.91,6.33,2.41,0.0
U0117,2025-02-24,288.48,33.18,5.95,1.0,2.26,20.52
U0117,2025-02-25,295.39,33.7,7.89,3.74,1.88,17.88
U0117,2025-02-26,173.54,30.52,9.2,6.5,1.28,15.22
U0117,2025-02-27,224.76,30.8,8.81,5.7,2.17,11.74
U0117,2025-02-28,274.7,27.16,7.57,2.76,1.44,23.42
U0117,2025-03-01,79.45,34.36,9.52,5.5,1.84,0.0
U0118,2025-01-01,373.43,72.92,7.77,5.01,1.73,30.01
U0118,2025-01-02,420.66,77.72,7.36,1.51,0.91,25.31
U0118,2025-01-03,408.13,85.07,9.34,6.45,2.11,21.7
U0118,2025-01-04,252.47,81.91,9.99,6.29,2.47,0.0
U0118,2025-01-05,183.04,75.18,8.62,2.96,1.48,0.0
U0118,2025-01-06,350.09,70.94,9.26,6.59,1.6,17.98
U0118,2025-01-07,373.16,75.55,6.9,5.93,1.73,28.12
U0118,2025-01-08,358.14,77.58,8.86,3.36,2.27,13.56
U0118,2025-01-09,399.25,76.89,6.26,5.56,2.4,34.87
U0118,2025-01-10,308.34,73.74,8.89,4.86,0.82,20.44
U0118,2025-01-11,202.76,71.63,10.27,3.79,1.28,3.51
U0118,2025-01-12,217.53,67.67,9.05,4.38,1.95,2.8
U0118,2025-01-13,278.29,85.53,7.23,5.32,1.95,24.08
U0118,2025-01-14,300.45,80.1,7.01,8.54,1.28,26.37
U0118,2025-01-15,370.99,80.49,8.31,1.0,0.88,14.82
U0118,2025-01-16,356.16,75.25,7.86,4.58,1.36,24.76
U0118,2025-01-17,276.09,71.36,8.06,6.91,1.32,18.68
U0118,2025-01-18,221.5,87.22,9.27,5.51,2.16,1.47
U0118,2025-01-19,224.78,66.49,8.01,4.13,1.65,0.36
U0118,2025-01-20,327.66,69.79,7.35,4.03,1.48,23.38
U0118,2025-01-21,367.68,80.03,8.34,5.84,1.12,27.96
U0118,2025-01-22,339.43,72.3,9.45,4.07,1.61,16.29
U0118,2025-01-23,286.02,74.86,6.96,4.46,2.56,24.18
U0118,2025-01-24,319.83,80.64,6.84,4.15,1.45,29.38
U0118,2025-01-25,254.27,73.53,8.72,3.96,1.82,15.07
U0118,2025-01-26,313.22,64.08,9.6,7.08,2.03,3.55
U0118,2025-01-27,375.34,76.83,7.93,4.18,2.64,16.77
U0118,2025-01-28,381.87,84.63,8.78,4.74,1.95,14.61
U0118,2025-01-29,369.54,70.92,6.01,5.33,2.0,28.53
U0118,2025-01-30,341.21,78.79,8.06,7.33,1.68,28.42
U0118,2025-01-31,311.43,75.85,6.06,4.92,1.49,35.07
U0118,2025-02-01,214.97,70.06,10.88,8.12,2.02,6.92
U0118,2025-02-02,212.03,79.81,8.39,5.0,1.82,10.34
U0118,2025-02-03,427.32,82.64,7.69,5.1,2.12,26.25
U0118,2025-02-04,397.01,83.49,8.96,8.59,0.93,15.18
U0118,2025-02-05,396.79,79.44,7.73,6.18,2.43,22.0
U0118,2025-02-06,332.87,77.02,8.89,5.88,1.94,25.31
U0118,2025-02-07,289.11,75.38,6.91,6.53,1.82,39.81
U0118,2025-02-08,224.04,73.89,8.49,4.72,1.82,8.59
U0118,2025-02-09,224.73,75.25,6.92,4.98,1.73,13.75
U0118,2025-02-10,358.74,76.07,7.75,6.61,1.8,23.75
U0118,2025-02-11,295.47,86.47,5.2,6.18,1.97,41.1
U0118,2025-02-12,385.56,71.79,8.6,4.42,2.2,16.57
U0118,2025-02-13,385.19,73.63,10.4,1.9,1.59,16.48
U0118,2025-02-14,397.85,77.02,7.54,5.35,1.67,26.27
U0118,2025-02-15,208.44,81.34,8.65,1.75,1.11,0.0
U0118,2025-02-16,227.69,71.1,7.53,4.32,1.61,12.88
U0118,2025-02-17,293.16,73.52,7.23,3.01,2.54,16.82
U0118,2025-02-18,305.23,74.84,6.54,1.31,1.45,22.28
U0118,2025-02-19,270.06,86.29,9.83,6.69,1.7,15.98
U0118,2025-02-20,386.48,81.19,9.13,7.15,1.37,28.96
U0118,2025-02-21,378.9,79.96,8.06,3.94,2.64,22.74
U0118,2025-02-22,216.18,78.4,10.82,7.14,1.47,3.83
U0118,2025-02-23,190.77,72.35,9.59,4.84,2.68,4.34
U0118,2025-02-24,275.21,86.05,6.45,2.61,1.56,21.21
U0118,2025-02-25,347.8,72.27,5.59,8.51,1.84,45.52
U0118,2025-02-26,378.39,76.94,7.52,4.75,1.97,23.29
U0118,2025-02-27,374.57,79.55,8.62,4.42,2.5,22.16
U0118,2025-02-28,349.8,82.02,6.72,5.52,1.34,32.74
U0118,2025-03-01,245.08,85.82,10.71,3.74,2.45,2.04
U0119,2025-01-01,250.66,95.83,9.15,6.57,2.56,16.53
U0119,2025-01-02,241.57,97.27,7.1,6.94,2.27,21.53
U0119,2025-01-03,270.0,86.37,7.37,6.0,1.93,34.59
U0119,2025-01-04,224.21,93.32,8.54,3.63,1.84,0.0
U0119,2025-01-05,185.1,98.0,10.52,3.51,1.61,6.62
U0119,2025-01-06,330.23,95.47,7.99,2.61,2.43,25.71
U0119,2025-01-07,223.94,106.56,8.13,7.28,1.25,21.97
U0119,2025-01-08,241.03,94.45,8.09,3.95,2.03,16.94
U0119,2025-01-09,357.46,95.44,7.72,1.4,0.72,26.87
U0119,2025-01-10,321.67,90.6,7.32,7.41,2.5,31.3
U0119,2025-01-11,187.51,90.95,8.62,3.62,1.58,1.81
U0119,2025-01-12,183.75,91.16,8.69,4.53,1.77,0.0
U0119,2025-01-13,393.34,87.5,8.04,4.59,2.19,13.73
U0119,2025-01-14,315.33,94.6,9.94,5.72,2.47,1.63
U0119,2025-01-15,266.46,97.22,6.82,5.3,3.32,16.08
U0119,2025-01-16,244.73,96.15,8.54,8.83,1.73,19.65
U0119,2025-01-17,321.35,95.44,8.32,4.37,1.49,26.82
U0119,2025-01-18,176.58,98.41,10.37,6.53,1.48,6.96
U0119,2025-01-19,213.58,98.19,9.86,3.39,3.24,0.0
U0119,2025-01-20,428.85,95.35,8.22,7.48,2.44,11.07
U0119,2025-01-21,276.08,86.4,7.28,4.21,1.31,15.76
U0119,2025-01-22,221.42,100.43,8.26,3.73,1.66,10.37
U0119,2025-01-23,310.18,96.02,7.88,4.69,1.81,20.31
U0119,2025-01-24,231.05,85.8,8.07,3.28,1.39,24.47
U0119,2025-01-25,206.09,102.48,9.95,6.67,1.4,0.0
U0119,2025-01-26,217.38,95.28,9.33,4.66,1.83,0.33
U0119,2025-01-27,363.16,93.37,7.86,5.31,2.46,26.51
U0119,2025-01-28,270.08,94.42,7.98,7.5,0.9,32.63
U0119,2025-01-29,214.85,99.25,8.1,3.56,1.17,8.95
U0119,2025-01-30,231.34,101.34,7.54,6.27,1.63,27.74
U0119,2025-01-31,326.79,91.81,8.35,6.82,1.36,30.32
U0119,2025-02-01,95.21,106.19,8.35,6.19,1.88,5.54
U0119,2025-02-02,153.24,92.85,11.63,3.2,1.38,0.0
U0119,2025-02-03,272.33,91.38,7.55,4.24,0.92,23.65
U0119,2025-02-04,307.32,91.88,6.18,8.49,1.86,36.38
U0119,2025-02-05,273.87,91.31,8.7,11.47,2.74,20.29
U0119,2025-02-06,286.81,104.32,8.67,2.8,2.77,21.17
U0119,2025-02-07,252.21,92.25,9.13,4.83,2.82,26.53
U0119,2025-02-08,186.38,89.76,9.12,6.39,0.95,5.32
U0119,2025-02-09,157.96,88.78,8.7,4.89,1.86,14.8
U0119,2025-02-10,271.91,88.88,7.21,4.48,2.26,13.06
U0119,2025-02-11,253.97,90.07,8.37,4.84,2.22,18.12
U0119,2025-02-12,354.4,95.54,7.73,4.37,1.74,24.81
U0119,2025-02-13,320.16,94.9,7.26,2.67,1.39,25.21
U0119,2025-02-14,336.19,97.64,7.73,4.25,2.76,26.03
U0119,2025-02-15,171.42,98.19,8.37,4.02,1.84,3.03
U0119,2025-02-16,132.06,82.54,10.94,5.47,2.49,2.96
U0119,2025-02-17,278.18,87.47,7.81,2.96,2.17,7.74
U0119,2025-02-18,325.2,95.03,7.31,4.18,1.78,16.35
U0119,2025-02-19,312.86,84.95,10.25,2.01,1.61,16.79
U0119,2025-02-20,244.47,96.08,8.68,3.65,2.45,26.81
U0119,2025-02-21,322.35,98.79,7.01,1.01,2.5,25.45
U0119,2025-02-22,136.69,91.74,10.16,7.9,1.85,3.62
U0119,2025-02-23,172.4,95.71,10.81,4.68,1.31,0.0
U0119,2025-02-24,331.6,100.28,9.22,5.1,2.24,12.08
U0119,2025-02-25,304.51,97.22,8.92,5.43,0.83,20.79
U0119,2025-02-26,359.72,97.4,8.71,4.0,2.7,20.44
U0119,2025-02-27,290.23,86.98,7.88,5.59,2.01,24.68
U0119,2025-02-28,306.48,97.26,9.83,3.95,0.93,16.78
U0119,2025-03-01,171.77,87.32,11.08,1.0,1.52,0.0
U0120,2025-01-01,246.86,46.86,5.97,6.72,2.18,25.97
U0120,2025-01-02,334.19,49.25,5.5,7.44,1.14,46.04
U0120,2025-01-03,364.98,47.09,4.27,6.4,1.42,64.29
U0120,2025-01-04,162.87,45.44,7.94,3.82,1.11,21.81
U0120,2025-01-05,125.9,46.73,6.46,4.82,1.41,31.5
U0120,2025-01-06,325.31,44.61,6.36,6.46,1.22,59.54
U0120,2025-01-07,205.71,44.25,7.99,8.61,1.25,45.68
U0120,2025-01-08,229.81,36.71,5.06,5.85,1.76,61.86
U0120,2025-01-09,246.54,33.93,5.16,8.83,1.33,86.91
U0120,2025-01-10,242.03,28.98,4.2,9.1,0.1,93.15
U0120,2025-01-11,153.94,40.8,7.08,8.56,0.11,67.18
U0120,2025-01-12,78.96,37.59,7.54,10.72,0.25,60.52
U0120,2025-01-13,300.31,33.27,6.3,11.08,0.46,95.69
U0120,2025-01-14,343.87,35.11,7.36,13.03,0.68,95.15
U0120,2025-01-15,305.0,34.36,7.22,12.37,0.81,84.86
U0120,2025-01-16,229.76,34.44,6.06,8.34,0.14,90.2
U0120,2025-01-17,314.62,43.7,7.63,10.73,0.62,96.43
U0120,2025-01-18,195.61,40.22,7.82,8.32,1.64,62.98
U0120,2025-01-19,206.96,42.63,8.15,11.66,1.27,66.6
U0120,2025-01-20,239.52,36.22,5.54,10.64,1.2,76.87
U0120,2025-01-21,183.79,38.65,5.82,13.03,1.54,96.05
U0120,2025-01-22,239.84,32.04,5.67,12.8,0.49,100.0
U0120,2025-01-23,292.16,29.06,6.04,15.66,0.1,100.0
U0120,2025-01-24,266.87,36.41,5.71,13.22,0.25,100.0
U0120,2025-01-25,114.42,40.74,7.27,12.45,0.63,89.0
U0120,2025-01-26,202.85,41.73,8.22,13.43,0.63,96.27
U0120,2025-01-27,321.65,32.83,7.9,13.57,0.53,100.0
U0120,2025-01-28,315.26,29.73,6.84,13.37,0.48,100.0
U0120,2025-01-29,261.9,35.9,5.59,13.25,0.25,100.0
U0120,2025-01-30,278.1,33.0,8.34,11.35,0.15,100.0
U0120,2025-01-31,233.19,40.58,6.75,12.06,0.52,100.0
U0120,2025-02-01,237.48,44.58,8.99,11.39,0.41,74.31
U0120,2025-02-02,173.52,34.71,10.14,12.12,1.28,60.05
U0120,2025-02-03,310.11,34.21,6.87,14.41,0.1,79.03
U0120,2025-02-04,325.64,42.84,7.6,12.47,0.78,79.21
U0120,2025-02-05,351.42,40.53,6.6,7.17,0.74,74.44
U0120,2025-02-06,253.35,36.1,5.9,10.58,0.34,96.98
U0120,2025-02-07,278.97,46.75,5.49,7.97,0.27,99.63
U0120,2025-02-08,245.48,42.93,8.51,7.63,0.47,56.6
U0120,2025-02-09,159.2,48.57,7.27,15.05,1.0,65.03
U0120,2025-02-10,204.59,39.75,8.87,7.68,1.32,69.47
U0120,2025-02-11,189.68,36.56,6.74,10.19,0.58,69.11
U0120,2025-02-12,138.25,38.63,6.29,9.4,0.9,82.69
U0120,2025-02-13,267.35,34.31,7.44,11.5,0.24,90.82
U0120,2025-02-14,286.53,40.59,7.48,9.41,0.76,87.29
U0120,2025-02-15,149.23,34.3,8.57,9.23,0.51,66.98
U0120,2025-02-16,127.25,30.91,8.64,7.53,1.74,53.77
U0120,2025-02-17,324.78,37.9,5.29,7.38,0.95,82.7
U0120,2025-02-18,304.99,53.24,6.98,12.28,1.05,74.0
U0120,2025-02-19,355.55,38.52,6.94,14.27,1.05,91.54
U0120,2025-02-20,352.01,41.22,5.55,7.94,0.69,85.32
U0120,2025-02-21,296.06,30.33,6.21,10.7,0.1,100.0
U0120,2025-02-22,146.25,38.71,7.88,14.09,0.92,65.36
U0120,2025-02-23,139.54,35.64,8.25,8.02,1.06,61.19
U0120,2025-02-24,241.51,33.78,5.36,9.68,0.67,89.16
U0120,2025-02-25,327.29,36.8,7.2,10.02,0.1,87.81
U0120,2025-02-26,318.26,39.26,6.59,11.1,0.1,96.1
U0120,2025-02-27,354.97,46.7,5.67,12.65,0.52,100.0
U0120,2025-02-28,259.1,40.59,4.87,11.24,0.1,100.0
U0120,2025-03-01,176.36,45.91,9.04,8.72,0.27,72.93
U0121,2025-01-01,407.07,48.83,7.6,5.75,0.93,25.56
U0121,2025-01-02,388.07,38.49,6.28,5.06,1.69,33.27
U0121,2025-01-03,387.06,37.52,7.22,7.13,1.83,43.01
U0121,2025-01-04,260.64,37.4,7.9,1.16,1.49,11.54
U0121,2025-01-05,259.97,36.15,9.33,6.94,1.73,12.35
U0121,2025-01-06,372.39,40.84,8.74,9.45,2.42,25.52
U0121,2025-01-07,410.01,36.69,7.54,5.66,1.91,23.31
U0121,2025-01-08,410.24,37.52,7.12,2.2,1.31,23.36
U0121,2025-01-09,328.1,40.86,7.88,6.12,1.77,22.06
U0121,2025-01-10,405.09,34.96,8.12,3.17,2.43,35.68
U0121,2025-01-11,250.0,35.87,7.92,5.77,2.3,9.3
U0121,2025-01-12,353.63,43.2,7.75,2.64,2.19,7.74
U0121,2025-01-13,425.55,46.28,7.14,1.0,1.7,21.59
U0121,2025-01-14,351.44,40.53,7.31,4.76,1.14,27.79
U0121,2025-01-15,369.0,38.09,8.29,1.0,2.05,22.25
U0121,2025-01-16,387.14,42.68,6.88,7.03,2.32,36.55
U0121,2025-01-17,416.1,41.42,9.66,5.45,2.37,20.74
U0121,2025-01-18,244.22,49.05,9.23,3.93,2.29,8.47
U0121,2025-01-19,366.0,50.01,8.22,4.31,1.57,5.45
U0121,2025-01-20,422.84,42.59,7.8,4.25,1.22,23.5
U0121,2025-01-21,414.28,42.1,7.87,6.04,1.54,34.64
U0121,2025-01-22,349.37,35.86,8.32,7.36,1.41,23.34
U0121,2025-01-23,380.63,41.24,7.46,9.61,1.5,39.72
U0121,2025-01-24,438.23,38.23,7.44,4.55,2.06,27.41
U0121,2025-01-25,271.87,48.85,7.04,4.3,1.89,19.42
U0121,2025-01-26,171.11,43.88,8.7,6.45,2.06,0.0
U0121,2025-01-27,373.89,37.64,5.99,12.12,0.98,41.63
U0121,2025-01-28,346.16,46.49,7.6,6.37,1.81,33.31
U0121,2025-01-29,369.75,33.79,5.26,2.94,2.33,35.21
U0121,2025-01-30,338.16,42.01,8.59,6.69,2.26,20.87
U0121,2025-01-31,344.05,35.43,5.75,4.58,1.44,42.39
U0121,2025-02-01,292.78,41.61,9.49,3.58,2.32,9.33
U0121,2025-02-02,355.06,40.12,9.62,4.73,0.85,4.75
U0121,2025-02-03,366.58,48.95,5.07,3.25,1.96,35.41
U0121,2025-02-04,462.11,33.05,7.81,6.05,2.16,24.28
U0121,2025-02-05,376.75,43.16,6.68,5.76,1.97,34.17
U0121,2025-02-06,400.85,55.06,8.01,5.69,2.28,21.57
U0121,2025-02-07,441.06,43.91,8.16,4.68,1.79,36.41
U0121,2025-02-08,201.6,43.31,10.69,6.55,2.35,1.56
U0121,2025-02-09,253.57,42.66,8.48,4.44,2.13,10.71
U0121,2025-02-10,379.78,50.2,8.62,6.82,2.17,19.84
U0121,2025-02-11,523.09,42.67,6.0,4.72,0.93,38.88
U0121,2025-02-12,417.32,33.57,7.36,6.44,1.09,39.46
U0121,2025-02-13,415.74,41.02,7.98,5.15,1.66,25.39
U0121,2025-02-14,374.65,49.17,8.27,7.64,2.65,25.88
U0121,2025-02-15,316.83,39.44,9.04,3.77,1.55,17.11
U0121,2025-02-16,279.08,31.61,8.45,6.5,1.63,14.96
U0121,2025-02-17,375.35,44.65,6.86,3.36,1.92,28.37
U0121,2025-02-18,489.17,39.38,9.52,7.35,1.82,26.26
U0121,2025-02-19,415.81,38.26,8.11,7.16,1.67,35.55
U0121,2025-02-20,423.42,48.74,8.42,5.01,1.91,32.43
U0121,2025-02-21,434.9,51.49,7.45,3.11,2.05,27.71
U0121,2025-02-22,325.12,35.35,8.64,5.52,2.15,10.38
U0121,2025-02-23,226.98,34.84,8.8,4.07,2.03,11.41
U0121,2025-02-24,346.44,43.92,5.31,4.72,1.41,37.54
U0121,2025-02-25,384.4,37.24,6.99,3.63,2.34,33.7
U0121,2025-02-26,352.69,49.05,7.29,5.48,0.89,40.11
U0121,2025-02-27,433.79,46.37,6.59,7.5,1.6,44.9
U0121,2025-02-28,440.01,47.15,7.6,6.73,1.98,37.09
U0121,2025-03-01,390.41,40.96,7.68,1.92,1.97,20.56
U0122,2025-01-01,214.63,94.48,8.45,7.64,1.22,21.44
U0122,2025-01-02,238.51,93.47,8.16,3.61,1.24,29.38
U0122,2025-01-03,351.86,92.35,9.06,7.86,2.21,27.8
U0122,2025-01-04,196.97,88.39,10.01,5.89,2.12,0.0
U0122,2025-01-05,130.87,92.98,10.85,2.91,2.24,0.0
U0122,2025-01-06,256.92,98.56,7.07,3.73,2.01,21.55
U0122,2025-01-07,302.39,95.32,8.53,5.62,1.79,13.54
U0122,2025-01-08,307.6,88.49,8.72,3.59,2.11,19.77
U0122,2025-01-09,201.6,90.73,8.73,6.01,1.51,23.52
U0122,2025-01-10,248.52,97.58,8.52,6.07,2.05,24.57
U0122,2025-01-11,210.16,89.87,9.81,3.56,1.58,0.0
U0122,2025-01-12,182.85,97.29,10.15,1.75,2.53,0.0
U0122,2025-01-13,255.04,95.33,9.27,10.3,1.69,10.12
U0122,2025-01-14,262.13,92.34,6.67,3.57,2.18,28.05
U0122,2025-01-15,269.62,88.34,9.14,2.18,2.05,15.94
U0122,2025-01-16,247.72,100.11,9.5,1.41,1.89,19.02
U0122,2025-01-17,269.19,91.72,10.57,4.87,1.5,29.34
U0122,2025-01-18,169.15,92.82,11.54,5.87,1.69,0.0
U0122,2025-01-19,172.76,89.96,9.82,5.94,2.1,6.17
U0122,2025-01-20,282.52,101.66,9.2,3.19,1.65,15.61
U0122,2025-01-21,247.36,89.13,8.87,1.31,1.91,17.18
U0122,2025-01-22,333.13,90.76,8.11,3.21,2.05,19.64
U0122,2025-01-23,268.72,85.51,10.46,5.69,1.52,25.31
U0122,2025-01-24,283.62,92.4,9.46,4.72,2.67,17.8
U0122,2025-01-25,104.44,90.42,8.89,4.9,2.5,0.0
U0122,2025-01-26,200.86,97.76,10.26,5.21,1.52,0.0
U0122,2025-01-27,276.0,94.21,9.55,6.31,3.03,14.09
U0122,2025-01-28,229.13,90.73,8.86,4.33,1.84,15.07
U0122,2025-01-29,322.57,94.72,7.86,6.1,2.13,31.09
U0122,2025-01-30,250.43,96.76,7.81,4.68,2.37,26.76
U0122,2025-01-31,304.99,90.53,7.65,5.81,2.91,21.77
U0122,2025-02-01,180.06,85.96,8.22,4.06,2.17,15.59
U0122,2025-02-02,158.76,92.59,9.81,1.82,0.77,0.0
U0122,2025-02-03,229.82,92.64,9.69,2.19,1.85,11.28
U0122,2025-02-04,238.0,87.54,7.91,3.18,2.27,17.0
U0122,2025-02-05,211.27,103.02,7.44,6.48,1.57,32.17
U0122,2025-02-06,265.23,90.28,7.4,5.36,1.53,29.19
U0122,2025-02-07,254.45,98.19,6.81,7.05,1.65,25.88
U0122,2025-02-08,179.19,94.64,7.87,5.7,1.81,10.17
U0122,2025-02-09,184.8,92.66,10.09,2.21,2.81,0.0
U0122,2025-02-10,280.76,100.44,7.74,5.67,2.42,18.39
U0122,2025-02-11,276.46,92.9,8.13,6.23,2.66,12.49
U0122,2025-02-12,218.77,89.35,8.92,2.55,2.33,13.93
U0122,2025-02-13,310.82,94.4,9.62,7.87,1.11,27.93
U0122,2025-02-14,194.07,91.23,9.17,3.22,2.6,21.08
U0122,2025-02-15,178.29,101.49,11.03,2.78,2.06,0.44
U0122,2025-02-16,199.29,98.24,8.42,6.36,1.33,10.83
U0122,2025-02-17,302.2,92.43,6.87,3.8,2.35,18.09
U0122,2025-02-18,321.23,94.66,8.68,1.0,2.06,22.13
U0122,2025-02-19,322.93,94.3,9.8,6.22,2.34,14.44
U0122,2025-02-20,301.18,99.53,7.7,5.67,2.37,27.58
U0122,2025-02-21,287.38,93.79,7.86,3.78,1.97,16.8
U0122,2025-02-22,147.86,93.34,9.11,4.16,2.0,0.0
U0122,2025-02-23,175.97,91.49,11.03,5.84,1.3,2.95
U0122,2025-02-24,221.1,87.28,9.83,4.43,1.82,12.02
U0122,2025-02-25,307.71,97.47,6.79,1.19,2.88,28.67
U0122,2025-02-26,173.6,101.53,5.49,1.8,1.67,43.89
U0122,2025-02-27,324.22,92.9,8.22,4.73,1.73,30.69
U0122,2025-02-28,216.04,93.27,8.92,7.21,2.49,22.34
U0122,2025-03-01,116.8,90.66,10.11,6.51,2.82,3.4
U0123,2025-01-01,265.55,107.29,8.17,3.21,1.02,25.08
U0123,2025-01-02,247.55,107.67,7.22,7.87,1.62,26.61
U0123,2025-01-03,323.44,101.65,8.52,4.22,2.23,15.98
U0123,2025-01-04,98.78,119.71,10.25,1.0,2.62,0.0
U0123,2025-01-05,199.79,108.74,10.31,3.45,2.15,2.06
U0123,2025-01-06,385.79,110.8,8.4,6.67,2.13,19.3
U0123,2025-01-07,287.45,109.18,8.55,3.94,1.74,14.37
U0123,2025-01-08,262.34,108.9,8.35,4.17,1.8,19.36
U0123,2025-01-09,252.88,114.36,8.64,5.66,1.99,12.61
U0123,2025-01-10,269.47,107.67,8.06,4.05,1.19,18.16
U0123,2025-01-11,106.42,104.46,10.44,6.47,2.25,0.0
U0123,2025-01-12,63.16,114.48,8.14,6.17,2.2,3.68
U0123,2025-01-13,273.72,106.78,6.82,6.21,2.4,22.85
U0123,2025-01-14,249.09,108.86,8.6,6.52,2.25,11.9
U0123,2025-01-15,227.9,113.95,7.41,1.68,1.32,13.61
U0123,2025-01-16,201.89,99.14,8.76,5.25,2.06,19.18
U0123,2025-01-17,311.53,110.98,8.82,4.83,2.22,17.85
U0123,2025-01-18,93.23,102.83,10.39,7.41,2.27,0.0
U0123,2025-01-19,127.91,100.7,8.52,4.98,2.57,2.9
U0123,2025-01-20,180.96,109.15,8.54,2.58,0.91,9.25
U0123,2025-01-21,255.77,111.39,8.84,5.76,1.96,21.87
U0123,2025-01-22,281.88,106.25,7.17,4.75,2.12,19.67
U0123,2025-01-23,293.2,101.43,7.85,6.31,1.88,21.72
U0123,2025-01-24,255.58,103.32,4.94,7.16,1.57,35.9
U0123,2025-01-25,178.32,111.21,9.18,6.79,1.91,3.07
U0123,2025-01-26,174.49,116.42,11.42,6.89,2.49,0.0
U0123,2025-01-27,201.96,110.85,7.74,7.29,2.54,9.73
U0123,2025-01-28,266.44,111.73,6.76,2.84,2.15,9.8
